Product_Weight,Product_Allocated_Area,Product_MRP,Store_Age,Product_Sugar_Content,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Category,Product_Id
13.42,0.026,107.01,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3555
10.77,0.07,107.46,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD7997
11.22,0.025,143.32,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3898
14.69,0.031,151.12,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7551
10.18,0.021,112.92,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD5316
13.27,0.028,131.42,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8162
13.31,0.043,125.59,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4154
11.61,0.173,159.99,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7322
11.23,0.066,115.7,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC7848
12.37,0.039,124.24,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR1339
12.54,0.077,135.28,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2406
11.59,0.035,96.26,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD8028
12.3,0.054,119.13,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC8144
11.6,0.129,118.92,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2564
11.57,0.298,174.65,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC583
16.3,0.071,154.75,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7287
13.42,0.131,136.64,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6182
9.46,0.049,140.28,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7469
11.2,0.014,181.94,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR8292
13.58,0.077,182.08,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC1009
14.24,0.133,135.42,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD120
17.0,0.183,140.25,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD1824
16.64,0.12,194.21,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD4636
12.67,0.042,159.77,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4591
15.79,0.069,144.12,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7733
14.08,0.047,133.08,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3362
14.04,0.127,134.97,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6549
8.21,0.018,87.91,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD3831
17.96,0.039,170.04,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR287
9.49,0.084,89.21,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD5965
8.68,0.033,105.52,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD15
15.19,0.023,199.94,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD967
10.02,0.022,119.78,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD1386
11.07,0.058,147.38,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5720
12.28,0.031,144.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1808
10.39,0.012,101.82,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC4835
12.55,0.186,156.55,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6205
10.76,0.147,145.21,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5636
13.29,0.124,174.98,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC7951
11.43,0.014,139.72,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3857
9.36,0.039,107.02,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC3084
9.96,0.064,156.4,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6726
14.7,0.023,154.41,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3763
10.71,0.033,116.75,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6953
8.47,0.033,116.52,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR5915
13.18,0.059,178.63,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC6507
7.85,0.164,115.66,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD427
10.7,0.128,124.23,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4312
13.18,0.056,164.71,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2469
14.7,0.015,227.14,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR3660
12.28,0.126,180.88,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR5721
12.28,0.093,100.94,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7926
12.76,0.035,158.59,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6870
12.92,0.118,183.5,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD3535
11.41,0.054,138.43,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2379
17.18,0.092,202.99,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2414
11.0,0.041,124.52,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7999
13.58,0.004,182.35,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD448
15.7,0.039,188.25,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8252
11.95,0.047,164.23,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4326
12.99,0.141,106.83,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC1145
15.75,0.076,144.77,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1077
8.81,0.073,138.65,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR7580
16.04,0.018,188.04,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD6627
9.96,0.047,118.1,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD1474
13.36,0.116,165.89,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5822
12.86,0.174,160.58,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5232
11.14,0.026,144.51,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3853
9.94,0.126,114.27,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD2990
11.27,0.031,154.9,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR2331
11.48,0.031,113.48,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4914
13.61,0.177,167.03,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7812
7.36,0.011,130.79,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD760
9.66,0.042,127.15,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6831
14.04,0.039,156.19,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1797
9.44,0.035,122.54,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC5246
18.12,0.031,202.1,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD656
9.54,0.04,106.83,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD2669
12.38,0.112,164.34,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2728
12.15,0.053,156.65,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7789
14.68,0.037,176.06,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3721
11.47,0.104,104.69,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC2171
12.17,0.143,109.71,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR5587
12.04,0.078,144.72,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6427
12.4,0.065,94.99,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD236
12.73,0.028,166.77,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3234
13.39,0.112,156.21,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2034
12.28,0.039,126.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3249
12.64,0.093,168.4,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3329
10.9,0.076,115.99,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6303
9.37,0.031,154.88,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7476
17.02,0.076,224.36,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7273
14.14,0.13,174.86,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC7416
11.13,0.047,102.23,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD1799
10.72,0.083,119.55,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD697
12.61,0.039,165.19,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6060
17.44,0.034,193.87,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC6915
14.02,0.128,182.28,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR7473
12.97,0.119,148.91,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1218
12.49,0.171,142.49,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2245
14.37,0.142,133.57,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5839
12.17,0.022,132.58,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2763
12.03,0.019,182.31,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC8488
15.99,0.046,121.52,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7676
9.6,0.041,164.6,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4199
12.01,0.105,146.0,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR1920
10.48,0.015,154.22,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2069
10.15,0.014,59.96,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC4151
17.13,0.147,191.14,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD2264
12.95,0.089,153.25,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD722
15.7,0.015,163.16,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD4276
12.82,0.112,178.24,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4964
8.41,0.038,125.52,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD8328
10.71,0.023,136.46,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4125
12.37,0.067,145.37,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5799
12.51,0.132,155.12,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2105
12.03,0.104,168.73,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7595
12.02,0.026,186.55,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC7753
12.04,0.064,129.1,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7402
9.16,0.023,112.78,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD4192
15.15,0.019,145.79,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7432
11.7,0.108,127.24,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR496
9.53,0.015,90.11,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR6199
11.43,0.174,162.44,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4022
12.65,0.048,80.12,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD7014
12.88,0.148,121.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5578
10.23,0.142,140.42,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8129
16.48,0.011,155.02,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC82
10.33,0.047,133.86,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5718
8.34,0.024,125.95,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD4662
11.74,0.03,90.7,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD5665
15.51,0.054,165.39,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR8514
16.47,0.059,128.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3595
11.15,0.096,76.14,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD340
10.83,0.051,163.38,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5108
12.57,0.036,172.0,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3398
14.02,0.128,195.0,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4906
14.44,0.027,184.72,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4739
13.52,0.056,153.45,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4582
14.26,0.112,147.57,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5142
11.38,0.026,117.21,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5306
12.67,0.054,158.53,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5360
13.44,0.021,157.43,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD951
16.66,0.04,203.88,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7309
11.37,0.046,133.52,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR1800
13.47,0.108,141.79,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7370
11.6,0.034,113.54,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6971
15.44,0.082,220.07,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2403
13.46,0.122,179.09,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7737
11.61,0.079,101.77,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD6710
10.44,0.022,97.29,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD5549
12.7,0.037,201.66,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD5766
10.76,0.068,135.43,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5888
11.56,0.048,188.35,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC2038
14.4,0.021,174.68,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8106
11.2,0.069,124.4,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5278
11.83,0.123,130.51,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD154
14.94,0.016,137.4,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1601
11.42,0.028,152.78,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4701
11.05,0.16,163.96,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5912
14.85,0.07,169.28,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD7911
15.0,0.083,170.27,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD2109
10.24,0.078,133.55,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1035
11.19,0.077,89.56,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC3561
13.3,0.03,136.75,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5604
9.65,0.092,140.61,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD5
13.34,0.093,124.78,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD320
16.84,0.096,159.09,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD247
12.99,0.061,130.04,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2244
12.47,0.174,157.88,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4427
14.01,0.184,177.48,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD1675
13.48,0.142,153.36,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7236
14.88,0.099,146.81,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4235
8.48,0.186,81.59,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD3939
14.6,0.112,173.31,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD7259
16.5,0.11,160.79,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3136
9.72,0.114,146.37,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8300
13.31,0.041,130.39,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5042
13.01,0.043,162.94,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4486
11.15,0.03,180.22,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3723
14.34,0.014,160.3,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD3313
11.47,0.096,145.6,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7715
8.88,0.115,124.27,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD2207
12.66,0.013,134.81,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1624
9.01,0.089,96.1,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD3416
12.82,0.116,125.12,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6452
11.65,0.154,157.84,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1364
13.94,0.06,171.91,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC7570
16.33,0.057,177.97,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD6449
14.43,0.099,160.51,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC4128
15.52,0.086,214.65,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR5460
9.92,0.031,153.3,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3776
15.47,0.07,196.0,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD30
11.75,0.043,105.44,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7903
11.67,0.103,134.73,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD721
11.89,0.028,108.68,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7798
14.37,0.113,181.98,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR6457
12.52,0.095,174.45,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3250
12.44,0.093,137.86,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD501
14.94,0.018,196.74,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1927
9.49,0.01,109.57,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD3986
15.17,0.019,154.26,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR2090
10.03,0.016,126.66,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7005
11.39,0.064,124.5,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1901
13.08,0.136,157.84,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR312
15.33,0.032,146.32,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD1490
13.44,0.011,153.62,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR7360
13.79,0.025,116.44,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3931
15.3,0.087,199.37,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8403
9.92,0.104,120.78,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC6209
13.64,0.021,163.72,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7134
13.22,0.143,176.83,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD195
8.93,0.023,118.25,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD3705
12.13,0.047,135.78,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4699
11.49,0.06,94.19,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD5148
12.89,0.055,145.21,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1166
15.49,0.029,155.16,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR7021
9.06,0.074,120.19,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD8593
16.53,0.077,215.22,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8344
14.8,0.089,198.91,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD366
15.36,0.056,187.11,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC89
12.61,0.045,154.08,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD839
12.56,0.018,150.88,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4846
11.13,0.035,110.81,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR8561
10.59,0.089,174.27,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7748
13.46,0.162,159.2,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR518
15.98,0.016,176.26,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7965
13.09,0.112,123.09,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR5056
9.26,0.043,102.67,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR2860
15.09,0.058,117.38,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2770
7.8,0.036,131.56,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD2036
10.94,0.16,138.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4569
10.28,0.143,147.44,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4347
12.95,0.162,157.08,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7963
9.68,0.16,137.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1576
11.8,0.046,164.82,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3256
13.19,0.053,196.63,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6450
14.0,0.066,136.94,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4283
13.27,0.081,144.17,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6278
13.68,0.018,163.02,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6043
12.59,0.041,207.04,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6500
13.23,0.07,175.17,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7345
10.45,0.027,124.42,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC7284
12.86,0.149,164.67,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7962
15.67,0.078,144.64,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR1389
11.56,0.188,132.58,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7061
12.15,0.107,118.28,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6821
15.96,0.08,176.87,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC3527
17.65,0.072,173.66,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD6720
13.19,0.186,135.29,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR5739
11.53,0.14,176.53,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR6598
12.18,0.017,168.17,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD808
13.28,0.073,154.5,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7223
15.19,0.022,208.18,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD5126
10.41,0.045,94.13,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD8289
11.82,0.162,184.56,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7898
11.57,0.065,111.84,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD8179
9.16,0.047,123.95,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD1560
10.14,0.01,95.25,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD4588
12.76,0.094,100.44,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7616
9.86,0.116,95.57,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD4980
13.08,0.052,202.0,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC35
